Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore,Candle Color
2024-06-06 02:30:00,0.53020000,0.53200000,0.53010000,0.53060000,318070.50000000,2024-06-06 02:44:59.999,168925.72140000,657,145140.90000000,77091.15177000,0,green
2024-06-06 02:45:00,0.53070000,0.53190000,0.52970000,0.53010000,272727.00000000,2024-06-06 02:59:59.999,144843.27220000,570,154134.70000000,81897.00148000,0,red
2024-06-06 03:00:00,0.52970000,0.53010000,0.52900000,0.52970000,158752.80000000,2024-06-06 03:14:59.999,84089.90463000,445,49284.40000000,26104.47428000,0,red
2024-06-06 03:15:00,0.52970000,0.53020000,0.52720000,0.52730000,141518.50000000,2024-06-06 03:29:59.999,74747.12633000,431,32072.60000000,16941.80120000,0,red
2024-06-06 03:30:00,0.52720000,0.52760000,0.52630000,0.52680000,182527.00000000,2024-06-06 03:44:59.999,96133.92034000,301,101298.60000000,53362.62818000,0,red
2024-06-06 03:45:00,0.52670000,0.52670000,0.52480000,0.52510000,154454.80000000,2024-06-06 03:59:59.999,81227.57412000,402,52285.30000000,27492.79667000,0,red
2024-06-06 04:00:00,0.52520000,0.52540000,0.52170000,0.52240000,262987.00000000,2024-06-06 04:14:59.999,137509.11389000,713,104316.40000000,54571.29413000,0,red
2024-06-06 04:15:00,0.52240000,0.52340000,0.52170000,0.52180000,71862.20000000,2024-06-06 04:29:59.999,37560.03252000,269,40457.40000000,21149.53247000,0,red
2024-06-06 04:30:00,0.52160000,0.52370000,0.52130000,0.52170000,129641.70000000,2024-06-06 04:44:59.999,67687.95231000,428,60773.00000000,31731.01183000,0,green
2024-06-06 04:45:00,0.52170000,0.52320000,0.52140000,0.52290000,145719.60000000,2024-06-06 04:59:59.999,76147.61066000,398,62506.00000000,32661.21079000,0,green
2024-06-06 05:00:00,0.52260000,0.52330000,0.52030000,0.52050000,128266.80000000,2024-06-06 05:14:59.999,66855.79809000,444,64379.80000000,33554.04780000,0,red
2024-06-06 05:15:00,0.52030000,0.52110000,0.51890000,0.51920000,226392.30000000,2024-06-06 05:29:59.999,117750.89287000,1196,100938.50000000,52495.31544000,0,red
2024-06-06 05:30:00,0.51910000,0.51940000,0.51750000,0.51880000,182662.60000000,2024-06-06 05:44:59.999,94723.01423000,736,102143.10000000,52964.61342000,0,red
2024-06-06 05:45:00,0.51870000,0.52200000,0.51820000,0.51990000,749789.80000000,2024-06-06 05:59:59.999,389925.25841000,1266,593878.70000000,308832.58927000,0,green
2024-06-06 06:00:00,0.51990000,0.52050000,0.51850000,0.51980000,265105.50000000,2024-06-06 06:14:59.999,137724.34635000,685,111185.10000000,57785.81612000,0,red
2024-06-06 06:15:00,0.51990000,0.51990000,0.51790000,0.51840000,114543.90000000,2024-06-06 06:29:59.999,59426.46064000,349,59050.20000000,30633.50174000,0,red
2024-06-06 06:30:00,0.51840000,0.51840000,0.51590000,0.51630000,213185.50000000,2024-06-06 06:44:59.999,110245.34114000,621,62850.10000000,32487.09873000,0,red
2024-06-06 06:45:00,0.51630000,0.51770000,0.51600000,0.51720000,110380.90000000,2024-06-06 06:59:59.999,57037.64276000,335,66001.00000000,34100.42407000,0,green
2024-06-06 07:00:00,0.51720000,0.51770000,0.51550000,0.51730000,121608.50000000,2024-06-06 07:14:59.999,62826.30989000,394,47899.80000000,24750.42562000,0,green
2024-06-06 07:15:00,0.51720000,0.51860000,0.51600000,0.51620000,142555.50000000,2024-06-06 07:29:59.999,73730.24621000,382,41059.80000000,21259.31303000,0,red
2024-06-06 07:30:00,0.51610000,0.51890000,0.51570000,0.51880000,280153.20000000,2024-06-06 07:44:59.999,144839.76424000,588,187103.70000000,96744.29552000,0,green
2024-06-06 07:45:00,0.51870000,0.51940000,0.51810000,0.51870000,61427.10000000,2024-06-06 07:59:59.999,31866.14748000,233,31314.80000000,16244.23265000,0,red
2024-06-06 08:00:00,0.51870000,0.51870000,0.51670000,0.51670000,169883.80000000,2024-06-06 08:14:59.999,87899.19623000,444,92534.60000000,47875.57052000,0,red
2024-06-06 08:15:00,0.51650000,0.51750000,0.51650000,0.51730000,125489.20000000,2024-06-06 08:29:59.999,64880.04474000,431,61684.40000000,31896.39567000,0,green
2024-06-06 08:30:00,0.51740000,0.51790000,0.51670000,0.51720000,163097.70000000,2024-06-06 08:44:59.999,84356.61259000,398,58628.40000000,30336.21887000,0,red
2024-06-06 08:45:00,0.51700000,0.51770000,0.51640000,0.51680000,166321.00000000,2024-06-06 08:59:59.999,85992.27986000,467,114588.40000000,59254.95793000,0,red
2024-06-06 09:00:00,0.51680000,0.51980000,0.51680000,0.51890000,159400.50000000,2024-06-06 09:14:59.999,82693.11143000,523,61250.60000000,31760.42555000,0,green
2024-06-06 09:15:00,0.51880000,0.51920000,0.51770000,0.51890000,147102.40000000,2024-06-06 09:29:59.999,76265.95678000,525,90948.20000000,47155.39823000,0,green
2024-06-06 09:30:00,0.51900000,0.52060000,0.51870000,0.51870000,162483.30000000,2024-06-06 09:44:59.999,84463.82378000,598,99354.00000000,51645.92180000,0,red
2024-06-06 09:45:00,0.51880000,0.51890000,0.51730000,0.51850000,167241.10000000,2024-06-06 09:59:59.999,86637.44312000,421,44707.80000000,23163.76532000,0,red
2024-06-06 10:00:00,0.51850000,0.51880000,0.51630000,0.51660000,122250.50000000,2024-06-06 10:14:59.999,63263.65772000,436,54477.80000000,28186.83107000,0,red
2024-06-06 10:15:00,0.51660000,0.51810000,0.51630000,0.51770000,250769.80000000,2024-06-06 10:29:59.999,129575.72666000,511,126502.90000000,65371.27186000,0,green
2024-06-06 10:30:00,0.51770000,0.51890000,0.51740000,0.51770000,128338.40000000,2024-06-06 10:44:59.999,66515.31791000,440,39905.80000000,20675.11525000,0,red
2024-06-06 10:45:00,0.51780000,0.51980000,0.51770000,0.51950000,114685.70000000,2024-06-06 10:59:59.999,59471.38703000,453,52979.70000000,27485.72446000,0,green
2024-06-06 11:00:00,0.51940000,0.52080000,0.51840000,0.51840000,168555.40000000,2024-06-06 11:14:59.999,87673.66185000,514,82433.80000000,42878.58820000,0,red
2024-06-06 11:15:00,0.51840000,0.52040000,0.51830000,0.51990000,93297.90000000,2024-06-06 11:29:59.999,48441.71291000,386,47750.80000000,24794.80927000,0,green
2024-06-06 11:30:00,0.52000000,0.52070000,0.51920000,0.52060000,123476.90000000,2024-06-06 11:44:59.999,64248.19935000,401,66834.90000000,34780.67071000,0,green
2024-06-06 11:45:00,0.52050000,0.52100000,0.52000000,0.52070000,102272.70000000,2024-06-06 11:59:59.999,53224.59298000,315,65445.10000000,34061.45996000,0,green
2024-06-06 12:00:00,0.52070000,0.52260000,0.51990000,0.52170000,224687.10000000,2024-06-06 12:14:59.999,117042.12383000,698,96690.10000000,50400.08985000,0,green
2024-06-06 12:15:00,0.52170000,0.52500000,0.52120000,0.52330000,406834.00000000,2024-06-06 12:29:59.999,213081.90757000,835,290611.00000000,152247.24467000,0,green
2024-06-06 12:30:00,0.52340000,0.52410000,0.51870000,0.51980000,681420.80000000,2024-06-06 12:44:59.999,354775.36813000,1226,251031.60000000,130742.92511000,0,red
2024-06-06 12:45:00,0.51980000,0.51990000,0.51790000,0.51990000,225944.30000000,2024-06-06 12:59:59.999,117216.96788000,689,106985.00000000,55501.79316000,0,green
2024-06-06 13:00:00,0.52000000,0.52010000,0.51780000,0.51930000,242750.10000000,2024-06-06 13:14:59.999,125937.57675000,683,75266.10000000,39053.39465000,0,red
2024-06-06 13:15:00,0.51930000,0.51930000,0.51730000,0.51800000,231900.30000000,2024-06-06 13:29:59.999,120161.29235000,630,136952.00000000,70960.26960000,0,red
2024-06-06 13:30:00,0.51790000,0.52050000,0.51700000,0.52010000,310072.60000000,2024-06-06 13:44:59.999,160882.15738000,826,166772.80000000,86530.32840000,0,green
2024-06-06 13:45:00,0.52000000,0.52490000,0.51930000,0.52050000,884316.50000000,2024-06-06 13:59:59.999,461848.98774000,2088,573466.30000000,299590.34681000,0,green
2024-06-06 14:00:00,0.52040000,0.52280000,0.51910000,0.52230000,498667.90000000,2024-06-06 14:14:59.999,259417.93810000,1092,212358.60000000,110599.61921000,0,green
2024-06-06 14:15:00,0.52230000,0.52250000,0.51990000,0.52220000,108039.40000000,2024-06-06 14:29:59.999,56299.30856000,517,39685.70000000,20675.88216000,0,red
2024-06-06 14:30:00,0.52220000,0.52310000,0.52130000,0.52250000,239837.70000000,2024-06-06 14:44:59.999,125238.64537000,687,149765.60000000,78203.30452000,0,green
2024-06-06 14:45:00,0.52250000,0.52500000,0.52200000,0.52420000,344822.30000000,2024-06-06 14:59:59.999,180434.49910000,913,160518.70000000,83998.57233000,0,green
2024-06-06 15:00:00,0.52400000,0.52580000,0.52360000,0.52360000,575101.00000000,2024-06-06 15:14:59.999,301775.73645000,985,180270.40000000,94623.76402000,0,red
2024-06-06 15:15:00,0.52370000,0.52820000,0.52370000,0.52690000,412194.60000000,2024-06-06 15:29:59.999,216830.14682000,1027,237046.90000000,124631.76499000,0,green
2024-06-06 15:30:00,0.52670000,0.52940000,0.52660000,0.52670000,644858.00000000,2024-06-06 15:44:59.999,340526.90242000,1485,320208.00000000,169093.84152000,0,red
2024-06-06 15:45:00,0.52670000,0.52730000,0.52330000,0.52410000,346419.10000000,2024-06-06 15:59:59.999,181760.87198000,836,156576.90000000,82125.36161000,0,red
2024-06-06 16:00:00,0.52410000,0.52530000,0.52220000,0.52270000,238101.60000000,2024-06-06 16:14:59.999,124648.05073000,655,96088.20000000,50310.69470000,0,red
2024-06-06 16:15:00,0.52280000,0.52280000,0.51970000,0.51980000,1510069.00000000,2024-06-06 16:29:59.999,787223.50342000,2104,713577.40000000,371915.95145000,0,red
2024-06-06 16:30:00,0.51970000,0.51970000,0.51740000,0.51800000,311176.80000000,2024-06-06 16:44:59.999,161334.36885000,1056,119281.30000000,61843.82253000,0,red
2024-06-06 16:45:00,0.51800000,0.52000000,0.51790000,0.51870000,310158.80000000,2024-06-06 16:59:59.999,161032.67688000,651,251713.40000000,130702.09154000,0,green
2024-06-06 17:00:00,0.51840000,0.52060000,0.51790000,0.51980000,371815.00000000,2024-06-06 17:14:59.999,192920.54167000,955,274733.50000000,142541.97865000,0,green
2024-06-06 17:15:00,0.51960000,0.52190000,0.51890000,0.52110000,424373.40000000,2024-06-06 17:29:59.999,220935.23684000,911,143389.30000000,74670.74080000,0,green
2024-06-06 17:30:00,0.52100000,0.52110000,0.51950000,0.51950000,103408.30000000,2024-06-06 17:44:59.999,53802.81478000,309,24111.60000000,12541.42293000,0,red
2024-06-06 17:45:00,0.51950000,0.51980000,0.51740000,0.51840000,546472.80000000,2024-06-06 17:59:59.999,283379.86595000,1054,68882.40000000,35725.06032000,0,red
2024-06-06 18:00:00,0.51840000,0.51860000,0.51660000,0.51680000,145620.60000000,2024-06-06 18:14:59.999,75352.99129000,661,59761.60000000,30923.98664000,0,red
2024-06-06 18:15:00,0.51690000,0.51760000,0.51640000,0.51700000,56240.50000000,2024-06-06 18:29:59.999,29067.52539000,248,28500.70000000,14732.17075000,0,green
2024-06-06 18:30:00,0.51700000,0.51820000,0.51640000,0.51700000,44210.70000000,2024-06-06 18:44:59.999,22863.25541000,282,25121.30000000,12990.44982000,0,red
2024-06-06 18:45:00,0.51730000,0.51830000,0.51730000,0.51740000,35320.50000000,2024-06-06 18:59:59.999,18285.51288000,210,10979.30000000,5684.56888000,0,green
2024-06-06 19:00:00,0.51740000,0.51740000,0.51480000,0.51480000,400514.70000000,2024-06-06 19:14:59.999,206649.15868000,940,99307.20000000,51256.89341000,0,red
2024-06-06 19:15:00,0.51480000,0.51530000,0.51370000,0.51400000,244983.40000000,2024-06-06 19:29:59.999,125990.12975000,691,73018.10000000,37555.71203000,0,red
2024-06-06 19:30:00,0.51370000,0.51390000,0.50870000,0.50940000,581703.70000000,2024-06-06 19:44:59.999,297319.09642000,1491,265308.40000000,135689.80655000,0,red
2024-06-06 19:45:00,0.50940000,0.50960000,0.50690000,0.50770000,363091.90000000,2024-06-06 19:59:59.999,184420.83095000,910,100195.10000000,50888.25979000,0,red
2024-06-06 20:00:00,0.50770000,0.50920000,0.50330000,0.50900000,534129.40000000,2024-06-06 20:14:59.999,270245.27207000,1524,262473.80000000,132787.84716000,0,green
2024-06-06 20:15:00,0.50900000,0.51220000,0.50900000,0.51200000,202940.00000000,2024-06-06 20:29:59.999,103732.83743000,647,104153.30000000,53241.14054000,0,green
2024-06-06 20:30:00,0.51210000,0.51230000,0.50980000,0.50980000,137158.80000000,2024-06-06 20:44:59.999,70095.15882000,393,50414.00000000,25767.68165000,0,red
2024-06-06 20:45:00,0.50990000,0.51240000,0.50980000,0.51210000,178309.50000000,2024-06-06 20:59:59.999,91179.95789000,477,115682.60000000,59159.14908000,0,green
2024-06-06 21:00:00,0.51220000,0.51260000,0.51150000,0.51220000,85675.10000000,2024-06-06 21:14:59.999,43863.57879000,242,45422.30000000,23251.20216000,0,red
2024-06-06 21:15:00,0.51190000,0.51260000,0.50980000,0.51030000,118237.70000000,2024-06-06 21:29:59.999,60491.25838000,308,82024.30000000,41963.58320000,0,red
2024-06-06 21:30:00,0.51020000,0.51110000,0.50900000,0.50990000,191162.00000000,2024-06-06 21:44:59.999,97520.70087000,448,105441.20000000,53787.29810000,0,red
2024-06-06 21:45:00,0.50990000,0.51120000,0.50980000,0.51060000,139100.20000000,2024-06-06 21:59:59.999,71035.14859000,265,51644.10000000,26366.75149000,0,green
2024-06-06 22:00:00,0.51050000,0.51150000,0.50980000,0.51130000,187130.50000000,2024-06-06 22:14:59.999,95552.15455000,374,141181.10000000,72081.49062000,0,green
2024-06-06 22:15:00,0.51130000,0.51140000,0.50980000,0.51060000,195210.30000000,2024-06-06 22:29:59.999,99631.46432000,437,65900.50000000,33629.13129000,0,red
2024-06-06 22:30:00,0.51070000,0.51130000,0.51040000,0.51080000,76160.70000000,2024-06-06 22:44:59.999,38900.57172000,265,42273.70000000,21587.89387000,0,green
2024-06-06 22:45:00,0.51060000,0.51250000,0.51020000,0.51210000,129380.40000000,2024-06-06 22:59:59.999,66198.56006000,378,89806.70000000,45963.13489000,0,green
2024-06-06 23:00:00,0.51200000,0.51270000,0.51170000,0.51190000,132011.50000000,2024-06-06 23:14:59.999,67601.42505000,328,97666.00000000,50014.82306000,0,red
2024-06-06 23:15:00,0.51170000,0.51210000,0.51020000,0.51020000,190595.60000000,2024-06-06 23:29:59.999,97410.33752000,355,52534.60000000,26862.31443000,0,red
2024-06-06 23:30:00,0.51010000,0.51060000,0.50980000,0.51020000,71624.70000000,2024-06-06 23:44:59.999,36545.73973000,222,36491.80000000,18620.07483000,0,green
2024-06-06 23:45:00,0.51030000,0.51070000,0.50960000,0.50980000,160588.30000000,2024-06-06 23:59:59.999,81910.41734000,408,92713.30000000,47291.51240000,0,red
2024-06-07 00:00:00,0.50970000,0.50970000,0.50750000,0.50800000,385461.30000000,2024-06-07 00:14:59.999,195984.98714000,817,156256.40000000,79449.86754000,0,red
2024-06-07 00:15:00,0.50790000,0.51000000,0.50790000,0.50970000,166173.50000000,2024-06-07 00:29:59.999,84577.28035000,509,58532.70000000,29795.12144000,0,green
2024-06-07 00:30:00,0.50960000,0.51020000,0.50920000,0.50960000,154712.20000000,2024-06-07 00:44:59.999,78849.13178000,369,94650.50000000,48241.66222000,0,red
2024-06-07 00:45:00,0.50960000,0.51020000,0.50940000,0.51020000,203785.20000000,2024-06-07 00:59:59.999,103874.19720000,389,82598.90000000,42104.67275000,0,green
2024-06-07 01:00:00,0.51010000,0.51020000,0.50890000,0.50940000,120631.40000000,2024-06-07 01:14:59.999,61483.73384000,429,87589.60000000,44646.13141000,0,red
2024-06-07 01:15:00,0.50930000,0.50940000,0.50660000,0.50720000,167348.30000000,2024-06-07 01:29:59.999,84966.93320000,378,49008.60000000,24881.00307000,0,red
2024-06-07 01:30:00,0.50710000,0.50820000,0.50640000,0.50790000,301679.20000000,2024-06-07 01:44:59.999,152965.71805000,625,146362.70000000,74215.74630000,0,green
2024-06-07 01:45:00,0.50780000,0.50980000,0.50770000,0.50900000,208436.10000000,2024-06-07 01:59:59.999,106089.47448000,524,152628.60000000,77687.97829000,0,green
2024-06-07 02:00:00,0.50910000,0.50920000,0.50840000,0.50840000,357350.50000000,2024-06-07 02:14:59.999,181804.06637000,594,200208.70000000,101845.64444000,0,red
2024-06-07 02:15:00,0.50830000,0.50860000,0.50500000,0.50830000,1116369.50000000,2024-06-07 02:29:59.999,566021.36504000,1260,364826.80000000,184932.53460000,0,red
2024-06-07 02:30:00,0.50830000,0.50830000,0.50470000,0.50560000,500571.10000000,2024-06-07 02:44:59.999,253240.79031000,912,175102.80000000,88646.09284000,0,red
2024-06-07 02:45:00,0.50550000,0.50790000,0.50540000,0.50780000,196179.30000000,2024-06-07 02:59:59.999,99464.90008000,540,140385.20000000,71169.71693000,0,green
2024-06-07 03:00:00,0.50770000,0.50840000,0.50560000,0.50650000,218508.10000000,2024-06-07 03:14:59.999,110691.80429000,519,92922.00000000,47096.97824000,0,red
2024-06-07 03:15:00,0.50650000,0.50820000,0.50540000,0.50810000,210947.70000000,2024-06-07 03:29:59.999,106961.44398000,563,135038.90000000,68484.92107000,0,green
2024-06-07 03:30:00,0.50820000,0.50840000,0.50660000,0.50690000,81563.70000000,2024-06-07 03:44:59.999,41395.40398000,260,29853.20000000,15148.52342000,0,red
2024-06-07 03:45:00,0.50680000,0.50820000,0.50680000,0.50820000,80913.20000000,2024-06-07 03:59:59.999,41076.26078000,342,49574.90000000,25163.83939000,0,green
2024-06-07 04:00:00,0.50820000,0.50980000,0.50770000,0.50970000,231112.00000000,2024-06-07 04:14:59.999,117611.37182000,615,96703.10000000,49214.22048000,0,green
2024-06-07 04:15:00,0.50960000,0.51240000,0.50950000,0.51230000,379847.00000000,2024-06-07 04:29:59.999,193976.87747000,904,207237.50000000,105826.26335000,0,green
2024-06-07 04:30:00,0.51220000,0.51690000,0.51220000,0.51620000,1000841.80000000,2024-06-07 04:44:59.999,515664.18847000,1835,516189.80000000,265700.57472000,0,green
2024-06-07 04:45:00,0.51620000,0.52160000,0.51620000,0.52060000,820561.60000000,2024-06-07 04:59:59.999,426281.13476000,1590,436489.70000000,226733.22812000,0,green
2024-06-07 05:00:00,0.52030000,0.52660000,0.51970000,0.52170000,763837.40000000,2024-06-07 05:14:59.999,399914.89325000,2383,355585.40000000,186206.73300000,0,green
2024-06-07 05:15:00,0.52150000,0.52740000,0.52150000,0.52630000,938274.30000000,2024-06-07 05:29:59.999,493267.35130000,2234,498825.90000000,262222.03344000,0,green
2024-06-07 05:30:00,0.52640000,0.52720000,0.52450000,0.52540000,352842.60000000,2024-06-07 05:44:59.999,185469.20777000,1015,151459.90000000,79607.65450000,0,red
2024-06-07 05:45:00,0.52530000,0.52730000,0.52250000,0.52260000,463973.30000000,2024-06-07 05:59:59.999,243901.99741000,1099,244021.50000000,128372.07966000,0,red
2024-06-07 06:00:00,0.52260000,0.52370000,0.52100000,0.52320000,157645.60000000,2024-06-07 06:14:59.999,82352.99188000,584,72505.90000000,37879.69772000,0,green
2024-06-07 06:15:00,0.52320000,0.53160000,0.52320000,0.53100000,1315689.50000000,2024-06-07 06:29:59.999,695526.97700000,3128,807702.10000000,426710.16668000,0,green
2024-06-07 06:30:00,0.53090000,0.53590000,0.53040000,0.53090000,1432400.10000000,2024-06-07 06:44:59.999,763882.91654000,3213,767287.40000000,409077.03737000,0,red
2024-06-07 06:45:00,0.53070000,0.53590000,0.52920000,0.53470000,862180.90000000,2024-06-07 06:59:59.999,459543.98900000,2299,396543.10000000,211353.14953000,0,green
2024-06-07 07:00:00,0.53480000,0.53770000,0.53270000,0.53570000,999526.70000000,2024-06-07 07:14:59.999,535463.87046000,2748,483356.00000000,258983.37884000,0,green
2024-06-07 07:15:00,0.53590000,0.53820000,0.53210000,0.53520000,1224038.90000000,2024-06-07 07:29:59.999,654512.95922000,2676,440033.50000000,235299.95316000,0,red
2024-06-07 07:30:00,0.53510000,0.53800000,0.53270000,0.53290000,815264.60000000,2024-06-07 07:44:59.999,436353.23327000,2253,389520.60000000,208683.79139000,0,red
2024-06-07 07:45:00,0.53280000,0.53350000,0.53110000,0.53340000,315609.90000000,2024-06-07 07:59:59.999,167874.53244000,1029,113106.90000000,60169.08975000,0,green
2024-06-07 08:00:00,0.53330000,0.53730000,0.53330000,0.53670000,600520.00000000,2024-06-07 08:14:59.999,321858.75943000,1558,335280.20000000,179720.87009000,0,green
2024-06-07 08:15:00,0.53670000,0.54040000,0.53590000,0.53980000,1194334.60000000,2024-06-07 08:29:59.999,643635.82739000,2361,721769.50000000,389007.40108000,0,green
2024-06-07 08:30:00,0.53990000,0.54080000,0.53780000,0.53860000,1159925.20000000,2024-06-07 08:44:59.999,625561.22858000,2562,626419.90000000,337868.80743000,0,red
2024-06-07 08:45:00,0.53870000,0.53960000,0.53640000,0.53780000,323053.50000000,2024-06-07 08:59:59.999,173898.12494000,854,159642.00000000,85940.49161000,0,red
2024-06-07 09:00:00,0.53790000,0.53820000,0.53260000,0.53420000,944069.80000000,2024-06-07 09:14:59.999,504974.69844000,2282,341715.90000000,182760.49566000,0,red
2024-06-07 09:15:00,0.53410000,0.53520000,0.53380000,0.53440000,521167.30000000,2024-06-07 09:29:59.999,278555.85927000,1253,255880.30000000,136767.78042000,0,green
2024-06-07 09:30:00,0.53430000,0.53470000,0.53270000,0.53400000,300208.40000000,2024-06-07 09:44:59.999,160285.93325000,815,136210.70000000,72730.75447000,0,red
2024-06-07 09:45:00,0.53410000,0.53600000,0.53370000,0.53570000,343753.70000000,2024-06-07 09:59:59.999,183806.67343000,971,192279.20000000,102795.12881000,0,green
2024-06-07 10:00:00,0.53570000,0.53660000,0.53430000,0.53510000,208552.10000000,2024-06-07 10:14:59.999,111649.60606000,751,136492.60000000,73078.35041000,0,red
2024-06-07 10:15:00,0.53510000,0.54070000,0.53350000,0.53800000,558880.00000000,2024-06-07 10:29:59.999,300059.03591000,1457,281938.30000000,151489.62549000,0,green
2024-06-07 10:30:00,0.53790000,0.54060000,0.53610000,0.53790000,1022971.60000000,2024-06-07 10:44:59.999,550852.55780000,2152,624059.70000000,335910.19164000,0,red
2024-06-07 10:45:00,0.53780000,0.53970000,0.53670000,0.53940000,434782.30000000,2024-06-07 10:59:59.999,233929.68190000,1198,234319.50000000,126094.98857000,0,green
2024-06-07 11:00:00,0.53930000,0.54240000,0.53860000,0.54070000,1060033.60000000,2024-06-07 11:14:59.999,573370.42215000,2087,453797.80000000,245459.84839000,0,green
2024-06-07 11:15:00,0.54060000,0.54280000,0.53960000,0.54020000,641265.20000000,2024-06-07 11:29:59.999,346931.67701000,2012,305814.10000000,165452.86462000,0,red
2024-06-07 11:30:00,0.53990000,0.54690000,0.53850000,0.54690000,911625.70000000,2024-06-07 11:44:59.999,494681.42409000,2226,512265.90000000,278060.37133000,0,green
2024-06-07 11:45:00,0.54690000,0.54890000,0.54370000,0.54590000,1483275.80000000,2024-06-07 11:59:59.999,810349.56522000,3148,634400.10000000,346808.21300000,0,red
2024-06-07 12:00:00,0.54600000,0.54940000,0.54520000,0.54680000,1573130.00000000,2024-06-07 12:14:59.999,860976.93523000,2992,765580.60000000,418970.02465000,0,green
2024-06-07 12:15:00,0.54680000,0.55120000,0.54600000,0.55100000,1777249.50000000,2024-06-07 12:29:59.999,975238.36140000,3377,1015154.90000000,557116.96045000,0,green
2024-06-07 12:30:00,0.55100000,0.55140000,0.53490000,0.54340000,5365066.70000000,2024-06-07 12:44:59.999,2901573.09425000,11555,2622364.70000000,1417756.26275000,0,red
2024-06-07 12:45:00,0.54320000,0.55050000,0.53980000,0.54890000,3199567.50000000,2024-06-07 12:59:59.999,1745913.21534000,5314,1752303.40000000,956494.28020000,0,green
2024-06-07 13:00:00,0.54900000,0.55790000,0.54730000,0.55570000,3809424.50000000,2024-06-07 13:14:59.999,2106856.78313000,6143,2038973.40000000,1127554.79070000,0,green
2024-06-07 13:15:00,0.55560000,0.55900000,0.55410000,0.55590000,2168168.30000000,2024-06-07 13:29:59.999,1205824.33223000,4206,1126170.60000000,626372.93051000,0,green
2024-06-07 13:30:00,0.55580000,0.56150000,0.55120000,0.56110000,3026999.50000000,2024-06-07 13:44:59.999,1683643.11041000,4856,1465792.20000000,816516.35230000,0,green
2024-06-07 13:45:00,0.56110000,0.56290000,0.55680000,0.55990000,2223995.00000000,2024-06-07 13:59:59.999,1244686.54471000,3886,990924.60000000,554624.29337000,0,red
2024-06-07 14:00:00,0.55980000,0.56530000,0.55880000,0.56250000,2126973.10000000,2024-06-07 14:14:59.999,1195952.21287000,4199,1210648.50000000,680915.85435000,0,green
2024-06-07 14:15:00,0.56250000,0.56520000,0.55610000,0.55740000,1790264.40000000,2024-06-07 14:29:59.999,1002754.71229000,3476,775440.00000000,434574.68228000,0,red
2024-06-07 14:30:00,0.55770000,0.55900000,0.55260000,0.55760000,1609261.50000000,2024-06-07 14:44:59.999,893754.36999000,3158,811587.20000000,451086.67858000,0,red
2024-06-07 14:45:00,0.55760000,0.56150000,0.55610000,0.55760000,974645.20000000,2024-06-07 14:59:59.999,544696.88675000,1699,432052.20000000,241391.82689000,0,red
